0.412857,0.652067,0.471581,1,0.09,0.01,200000,1000000
1.1252,0.278494,0.24731,4,0.09,0.01,200000,1000000
1.67226,0.199462,0.189128,16,0.09,0.01,200000,1000000
1.9821,0.121471,0.126341,64,0.09,0.01,200000,1000000
2.66535,0.0769161,0.0682149,128,0.09,0.01,200000,1000000
0.893007,1.10561,0.878708,1,0.09,0.01,2000000,1000000
2.30264,0.436775,0.422027,4,0.09,0.01,2000000,1000000
2.36926,0.191857,0.184144,16,0.09,0.01,2000000,1000000
2.38066,0.0686747,0.0690264,64,0.09,0.01,2000000,1000000
3.48112,0.0853186,0.0694716,128,0.09,0.01,2000000,1000000
0.430006,0.749816,0.469896,1,0.2,0.1,200000,1000000
1.14582,0.299278,0.272165,4,0.2,0.1,200000,1000000
1.72338,0.215087,0.190434,16,0.2,0.1,200000,1000000
1.83299,0.0961168,0.0953137,64,0.2,0.1,200000,1000000
2.88511,0.0973725,0.0850901,128,0.2,0.1,200000,1000000
0.845452,1.05513,0.848429,1,0.2,0.1,2000000,1000000
2.20304,0.44751,0.409508,4,0.2,0.1,2000000,1000000
2.29372,0.192677,0.184304,16,0.2,0.1,2000000,1000000
2.72117,0.0655156,0.0637195,64,0.2,0.1,2000000,1000000
3.74594,0.0962536,0.091184,128,0.2,0.1,2000000,1000000
0.308545,0.464309,0.390821,1,0.5,0.5,200000,1000000
1.25499,0.295045,0.266689,4,0.5,0.5,200000,1000000
1.78156,0.267104,0.195505,16,0.5,0.5,200000,1000000
2.17415,0.159319,0.125499,64,0.5,0.5,200000,1000000
3.1216,0.115389,0.105474,128,0.5,0.5,200000,1000000
0.613321,0.772315,0.690535,1,0.5,0.5,2000000,1000000
1.93984,0.383266,0.373129,4,0.5,0.5,2000000,1000000
2.36969,0.196537,0.197318,16,0.5,0.5,2000000,1000000
2.85739,0.11903,0.11427,64,0.5,0.5,2000000,1000000
3.64366,0.144224,0.126095,128,0.5,0.5,2000000,1000000
